,Composition,Synth. Probability,Half Heusler (F-43m),Experimental Structure,Electron Count,Label
581,ThRhGa,0.029,0.239434556,MoNiP (P-62m),16,Common non-HH Prototype
1887,TaCrW,0.029,0.757967257,phase_separating,17,Phase Separating
1890,SrAgPb,0.029,0.120163224,[KHg2],23,Other non-HH Prototype
1808,CeAuSb,0.029,0.132079062,[YPtAs],19,Other non-HH Prototype
550,KMnAs,0.029,0.551923656,[PbClF],19,Other non-HH Prototype
823,NbVGe,0.029,0.632443343,phase_separating,14,Phase Separating
267,MnIrSi,0.029,0.191391406,MgSrSi (Pnma),20,Common non-HH Prototype
1366,ZrFeGa,0.029,0.397408441,phase_separating,15,Phase Separating
1480,HoPtAs,0.029,0.069713255,[YPtAs],28,Other non-HH Prototype
1370,ZrFeAs,0.029,0.235581864,[HoNiGa],17,Other non-HH Prototype
380,YZrMo,0.028,0.634951937,phase_separating,13,Phase Separating
1469,WCoSi,0.028,0.322458658,[MgZn2],19,Other non-HH Prototype
306,YIrSn,0.028,0.167287323,MgSrSi (Pnma),16,Common non-HH Prototype
1230,CdSiTe,0.028,0.695412707,phase_separating,22,Phase Separating
1078,BaGaSi,0.028,0.446241864,[AlB2],15,Other non-HH Prototype
829,VMoFe,0.028,0.586222238,phase_separating,19,Phase Separating
250,TmPdGa,0.028,0.220789303,MgSrSi (Pnma),34,Common non-HH Prototype
1828,TlSnTe,0.028,0.284297848,phase_separating,13,Phase Separating
1699,VReB,0.027,0.584521911,[CuAl2],15,Other non-HH Prototype
1916,PrIrSb,0.027,0.166449277,MgSrSi (Pnma),19,Common non-HH Prototype
1682,ErAuGe,0.027,0.066606323,LiGaGe (P63mc),29,Common non-HH Prototype
345,UMnCo,0.027,0.467357394,[Laves(cub)#MgCu2],19,Other non-HH Prototype
1476,UNiZn,0.027,0.350196828,MoNiP (P-62m),25,Common non-HH Prototype
1794,CaAuIn,0.027,0.110826352,MgSrSi (Pnma),22,Common non-HH Prototype
27,TiFeGe,0.027,0.28683581,[TiFeSi],16,Other non-HH Prototype
1520,VWSi,0.027,0.690899826,[MgZn2],15,Other non-HH Prototype
942,YRhIn,0.027,0.149802124,MoNiP (P-62m),15,Common non-HH Prototype
1376,ThPtAl,0.027,0.231971151,MoNiP (P-62m),17,Common non-HH Prototype
497,LaYB,0.027,0.437110566,phase_separating,9,Phase Separating
325,NbSiAs,0.027,0.883076625,[UP2#UAs2],14,Other non-HH Prototype
346,BaMgPb,0.027,0.158378151,[PbClF],20,Other non-HH Prototype
653,ScFeGa,0.027,0.407134061,phase_separating,14,Phase Separating
98,ZrMoFe,0.027,0.54414979,[MgZn2],18,Other non-HH Prototype
292,TaNiGe,0.026,0.220166421,MgSrSi (Pnma),19,Common non-HH Prototype
911,ScCuZn,0.026,0.226188193,[MgZn2],26,Other non-HH Prototype
1467,UNiB,0.026,0.524715923,phase_separating,16,Phase Separating
1483,NbCoGe,0.026,0,MgSrSi (Pnma),18,Common non-HH Prototype
1330,YNiAs,0.026,0.132777793,[LiBaSi],18,Other non-HH Prototype
40,ZrNiAs,0.026,0.214493239,[HoNiGa],19,Other non-HH Prototype
265,URhGa,0.026,0.306444179,MoNiP (P-62m),15,Common non-HH Prototype
540,SmPdCd,0.026,0.030407251,MoNiP (P-62m),36,Common non-HH Prototype
1676,CaPtSn,0.026,0.168437588,MgSrSi (Pnma),22,Common non-HH Prototype
96,LuNiGa,0.026,0.218183712,[HoNiGa],16,Other non-HH Prototype
242,ErNiSn,0.026,0.062415924,MgSrSi (Pnma),28,Common non-HH Prototype
68,HfMoRe,0.026,0.616080804,phase_separating,17,Phase Separating
962,SrInGe,0.026,0.171547513,[EuInGe],15,Other non-HH Prototype
564,CrPdAs,0.026,0.091560042,MoNiP (P-62m),27,Common non-HH Prototype
1300,MoGeAs,0.026,0.60002017,[MoAs2],15,Other non-HH Prototype
1287,LaMnNi,0.026,0.387229762,phase_separating,20,Phase Separating
1220,RbCaSb,0.026,0.250639003,[PbClF],20,Other non-HH Prototype
1243,SrAgAs,0.025,0.145690525,AsHgK (P63/mmc),24,Common non-HH Prototype
241,UCoNi,0.025,0.482757485,[Laves(cub)#MgCu2],22,Other non-HH Prototype
1679,NdPdPb,0.025,0.067301339,MoNiP (P-62m),26,Common non-HH Prototype
1317,ErNiPb,0.025,0.030155848,MgSrSi (Pnma),28,Common non-HH Prototype
514,CeIrSb,0.025,0.18350537,MgSrSi (Pnma),17,Common non-HH Prototype
759,BaAgAs,0.025,0.232101977,AsHgK (P63/mmc),24,Common non-HH Prototype
1798,MoCoSi,0.024,0.288803948,[MgZn2],19,Other non-HH Prototype
658,NbNiAs,0.024,0.445584556,MgSrSi (Pnma),20,Common non-HH Prototype
921,EuCuAs,0.024,0.21074914,AsHgK (P63/mmc),25,Common non-HH Prototype
726,CdTlTe,0.024,0.1949524,phase_separating,21,Phase Separating
266,GaPbTe,0.024,0.354719589,phase_separating,13,Phase Separating
231,ZrCrCu,0.024,0.612913012,[Laves(cub)#MgCu2],21,Other non-HH Prototype
634,LaIrSb,0.024,0.178205299,MgSrSi (Pnma),17,Common non-HH Prototype
549,TbNiSn,0.024,0.077303881,MgSrSi (Pnma),25,Common non-HH Prototype
860,EuCdSn,0.024,0.115653105,LiGaGe (P63mc),25,Common non-HH Prototype
1805,GdNiPb,0.023,0.038739231,MgSrSi (Pnma),17,Common non-HH Prototype
579,LuCuIn,0.023,0.115152914,MoNiP (P-62m),17,Common non-HH Prototype
1597,TiRhSi,0.023,0.274176543,MgSrSi (Pnma),17,Common non-HH Prototype
2,BaAuSn,0.023,0.205961368,[KHg2],23,Other non-HH Prototype
1870,SmPtAs,0.023,0.144998248,[YPtAs],23,Other non-HH Prototype
697,TiTaCo,0.023,0.373614267,[MgZn2],18,Other non-HH Prototype
1226,LuPdZn,0.023,0.173743217,MoNiP (P-62m),31,Common non-HH Prototype
227,FeCuSi,0.023,0.377441588,phase_separating,23,Phase Separating
289,SrPdIn,0.023,0.182431581,MgSrSi (Pnma),27,Common non-HH Prototype
72,URuGa,0.023,0.310088423,MoNiP (P-62m),14,Common non-HH Prototype
959,TmPtGa,0.023,0.21236827,MgSrSi (Pnma),28,Common non-HH Prototype
1657,ZrNbFe,0.023,0.333726972,phase_separating,17,Phase Separating
65,NiPdAs,0.023,0.117990587,MoNiP (P-62m),31,Common non-HH Prototype
1645,LaMnB,0.023,0.775970672,phase_separating,13,Phase Separating
1349,CaCuGa,0.023,0.240861542,[KHg2],22,Other non-HH Prototype
995,TaCrNi,0.023,0.716232813,[MgZn2],21,Other non-HH Prototype
1656,PrRuSn,0.023,0.283078809,MgSrSi (Pnma),17,Common non-HH Prototype
1850,MoAlSi,0.023,0.566899882,[CrSi2],13,Other non-HH Prototype
147,InPbTe,0.022,0.325166637,phase_separating,13,Phase Separating
197,GdMgSn,0.022,0.217796193,[La2Sb],15,Other non-HH Prototype
1063,ThCoGa,0.022,0.188602819,MoNiP (P-62m),16,Common non-HH Prototype
988,ZrCrMo,0.022,0.659263401,[Laves(cub)#MgCu2],16,Other non-HH Prototype
8,YAuGe,0.022,0.088882807,LiGaGe (P63mc),18,Common non-HH Prototype
138,TaPtSi,0.022,0.397248502,MgSrSi (Pnma),19,Common non-HH Prototype
951,SrPtIn,0.022,0.182213052,MgSrSi (Pnma),21,Common non-HH Prototype
269,ThPdAl,0.022,0.235735953,MoNiP (P-62m),23,Common non-HH Prototype
859,NdIrSb,0.022,0.151374333,MgSrSi (Pnma),20,Common non-HH Prototype
1020,GeAsTe,0.022,0.454088989,phase_separating,15,Phase Separating
702,ScNiGa,0.022,0.211078823,[KHg2],16,Other non-HH Prototype
727,ScOsGe,0.022,0.45934612,MoNiP (P-62m),15,Common non-HH Prototype
327,HoNiSn,0.022,0.067973173,MgSrSi (Pnma),27,Common non-HH Prototype
1746,LaRhPb,0.022,0.143950931,MoNiP (P-62m),16,Common non-HH Prototype
1908,TaReB,0.022,0.697375569,phase_separating,15,Phase Separating
1795,UMnGe,0.022,0.226785569,MgSrSi (Pnma),14,Common non-HH Prototype
721,CeRhPb,0.022,0.152354149,MoNiP (P-62m),16,Common non-HH Prototype
1459,SrAgIn,0.022,0.173794078,[None],22,Other non-HH Prototype
874,YPtIn,0.022,0.145918787,MoNiP (P-62m),16,Common non-HH Prototype
272,GdAsTe,0.021,0.582350925,MgSrSi (Pnma),14,Common non-HH Prototype
417,NbMnGe,0.021,0.388835675,MoNiP (P-62m),16,Common non-HH Prototype
1178,TaCrCo,0.021,0.622452002,[MgZn2],20,Other non-HH Prototype
1739,CaCoSi,0.021,0.59841199,[PbClF],21,Other non-HH Prototype
1310,MoFeSi,0.021,0.042983573,[MgZn2],18,Other non-HH Prototype
94,GdMgAu,0.021,0.177690936,MoNiP (P-62m),22,Common non-HH Prototype
644,TiNbGe,0.021,0.428821233,phase_separating,13,Phase Separating
639,GeBiTe,0.021,0.364768416,phase_separating,15,Phase Separating
873,NdRhSb,0.021,0.121853798,MgSrSi (Pnma),20,Common non-HH Prototype
298,ZrTaV,0.021,0.764379597,phase_separating,14,Phase Separating
1356,CeMgSn,0.021,0.218199951,MgSrSi (Pnma),15,Common non-HH Prototype
1806,SnPbTe,0.021,0.367848321,phase_separating,14,Phase Separating
824,NpCoGe,0.021,0.161036077,MgSrSi (Pnma),16,Common non-HH Prototype
521,ScVB,0.021,0.578533744,phase_separating,11,Phase Separating
1131,ScPdGe,0.021,0.167833207,MoNiP (P-62m),23,Common non-HH Prototype
1087,UFeNi,0.021,0.456908836,[Laves(cub)#MgCu2],21,Other non-HH Prototype
1885,YHfMo,0.021,0.671163004,phase_separating,13,Phase Separating
79,CaRhIn,0.021,0.16000315,MgSrSi (Pnma),20,Common non-HH Prototype
470,BaPdAs,0.021,0.489387797,[LiBaSi],29,Other non-HH Prototype
458,SrCuAs,0.021,0.309170355,AsHgK (P63/mmc),24,Common non-HH Prototype
62,TaVNi,0.021,0.646337754,[MgZn2],20,Other non-HH Prototype
1915,YRhGa,0.021,0.247196118,MgSrSi (Pnma),15,Common non-HH Prototype
330,YbMgSi,0.02,0.096646586,MgSrSi (Pnma),28,Common non-HH Prototype
367,EuMgSn,0.02,0.117601805,MgSrSi (Pnma),21,Common non-HH Prototype
1202,PrCuPb,0.02,0,AsHgK (P63/mmc),20,Common non-HH Prototype
849,ZrReFe,0.02,0.688208338,[MgZn2],19,Other non-HH Prototype
1070,CrWSi,0.02,0.560731036,[MgZn2],16,Other non-HH Prototype
81,YPtAs,0.02,0.098833869,[YPtAs],18,Other non-HH Prototype
44,UCrFe,0.02,0.605995109,[Laves(cub)#MgCu2],17,Other non-HH Prototype
1773,YbPtGe,0.02,0.299607314,MgSrSi (Pnma),30,Common non-HH Prototype
78,YCoSn,0.02,0.167128653,MgSrSi (Pnma),16,Common non-HH Prototype
1770,BaCdPb,0.02,0.125700131,[KHg2],24,Other non-HH Prototype
166,LuPdIn,0.02,0.145987306,MoNiP (P-62m),22,Common non-HH Prototype
1015,YbZnGe,0.02,0.134963114,[KHg2],32,Other non-HH Prototype
729,DyPdAs,0.02,0.097745484,MgSrSi (Pnma),33,Common non-HH Prototype
1112,YPdTl,0.02,0.136248132,[InMg2],22,Other non-HH Prototype
985,ScHfGe,0.019,0.381075429,phase_separating,11,Phase Separating
128,LaPdPb,0.019,0.083639599,MoNiP (P-62m),23,Common non-HH Prototype
651,CeMnB,0.019,0.814115259,phase_separating,13,Phase Separating
1186,NdMgSn,0.019,0.241542762,[La2Sb],18,Other non-HH Prototype
1200,ErCdIn,0.019,0.130237231,[CaIn2],29,Other non-HH Prototype
837,CrCoAs,0.019,0.094489968,MoNiP (P-62m),20,Common non-HH Prototype
1918,TiReB,0.019,0.515749666,phase_separating,14,Phase Separating
1265,TbPdGa,0.019,0.234431399,MgSrSi (Pnma),30,Common non-HH Prototype
1053,PrAsTe,0.019,0.607098923,MgSrSi (Pnma),16,Common non-HH Prototype
1338,BaCaGe,0.019,0.11098883,MgSrSi (Pnma),20,Common non-HH Prototype
781,CdGeAs,0.019,0.291183317,phase_separating,21,Phase Separating
1043,SrAuAs,0.019,0.260442892,AsHgK (P63/mmc),24,Common non-HH Prototype
475,LaPdAs,0.019,0.171090552,AsHgK (P63/mmc),24,Common non-HH Prototype
1367,LaGaSi,0.019,0.459420412,[ThSi2],10,Other non-HH Prototype
1021,NbNiAl,0.019,0.095397084,[MgZn2],18,Other non-HH Prototype
983,HoAuGe,0.019,0.073072397,LiGaGe (P63mc),28,Common non-HH Prototype
766,ScCuAl,0.018,0.212289986,[MgZn2],17,Other non-HH Prototype
1185,TmPtIn,0.018,0.121433991,MoNiP (P-62m),28,Common non-HH Prototype
1548,SmPdPb,0.018,0.055143542,MoNiP (P-62m),28,Common non-HH Prototype
870,CoSiGe,0.018,0.158595906,phase_separating,17,Phase Separating
876,UPtSi,0.018,0.29934203,[KHg2],17,Other non-HH Prototype
1538,VCrSi,0.018,0.63706386,[MgZn2],15,Other non-HH Prototype
839,GdMgCu,0.018,0.166549474,MoNiP (P-62m),22,Common non-HH Prototype
146,HfMnAl,0.018,0.589806238,[MgZn2],14,Other non-HH Prototype
1325,RuSiGe,0.018,0.345838741,phase_separating,16,Phase Separating
816,YPdIn,0.018,0.206259836,MoNiP (P-62m),22,Common non-HH Prototype
682,PrMnB,0.018,0.771553969,phase_separating,15,Phase Separating
1097,NdNiPb,0.018,0.058459363,MgSrSi (Pnma),20,Common non-HH Prototype
1101,PrPdPb,0.018,0.07040847,MoNiP (P-62m),25,Common non-HH Prototype
1640,YZnSn,0.017,0.186796976,[YPtAs],19,Other non-HH Prototype
1124,UCrNi,0.017,0.596868649,[Laves(cub)#MgCu2],19,Other non-HH Prototype
173,NbCoAl,0.017,0.193926066,phase_separating,17,Phase Separating
777,GdPtGa,0.017,0.239243956,MgSrSi (Pnma),16,Common non-HH Prototype
464,CrMoSi,0.017,0.576191095,[MgZn2],16,Other non-HH Prototype
1208,MoCoGe,0.017,0.119673974,[MgZn2],19,Other non-HH Prototype
1072,BaAgSb,0.017,0.199063935,AsHgK (P63/mmc),24,Common non-HH Prototype
51,TiNbAl,0.017,0.670567224,phase_separating,12,Phase Separating
1549,ScReB,0.017,0.588339445,phase_separating,13,Phase Separating
463,SmAsTe,0.017,0.593640517,MgSrSi (Pnma),19,Common non-HH Prototype
1306,HfPtSi,0.017,0.087433378,MgSrSi (Pnma),18,Common non-HH Prototype
1273,PrAuPb,0.017,0,AsHgK (P63/mmc),20,Common non-HH Prototype
416,LuPtZn,0.017,0.159139628,MgSrSi (Pnma),25,Common non-HH Prototype
695,HoIrSn,0.017,0.154004023,MoNiP (P-62m),26,Common non-HH Prototype
570,LuRhGa,0.017,0.210415217,MgSrSi (Pnma),15,Common non-HH Prototype
261,SrCaGe,0.017,0.06918663,MgSrSi (Pnma),20,Common non-HH Prototype
1205,SrCuSb,0.017,0.163875072,AsHgK (P63/mmc),24,Common non-HH Prototype
144,UCrCo,0.017,0.627068308,[Laves(cub)#MgCu2],18,Other non-HH Prototype
619,ZrVMo,0.017,0.722747674,[Laves(cub)#MgCu2],15,Other non-HH Prototype
537,CeCdIn,0.016,0.099785442,[CaIn2],18,Other non-HH Prototype
1894,BaAuAs,0.016,0.358075995,AsHgK (P63/mmc),24,Common non-HH Prototype
1718,SmNiPb,0.016,0.045784316,MgSrSi (Pnma),22,Common non-HH Prototype
1082,ZrVMn,0.016,0.590389734,[Laves(4H)#MgNi2],16,Other non-HH Prototype
1360,TaWB,0.016,0.713374414,[CuAl2],14,Other non-HH Prototype
1050,TmRhSn,0.016,0.145288827,MoNiP (P-62m),28,Common non-HH Prototype
1145,CaMgGe,0.016,0.079905052,MgSrSi (Pnma),20,Common non-HH Prototype
547,CdPbTe,0.016,0.295395072,phase_separating,22,Phase Separating
992,TmNiGa,0.016,0.223230444,MgSrSi (Pnma),28,Common non-HH Prototype
1042,ReFeB,0.016,0.442902032,[CuAl2],18,Other non-HH Prototype
1269,HfPdAl,0.016,0.229608307,[MgZn2],23,Other non-HH Prototype
1143,CrNiAs,0.016,0.163457944,MoNiP (P-62m),21,Common non-HH Prototype
787,CrMoFe,0.016,0.668824316,phase_separating,20,Phase Separating
696,IrPdB,0.016,0.257993953,[CuIrB],28,Other non-HH Prototype
935,UCoGa,0.016,0.238161356,MoNiP (P-62m),15,Common non-HH Prototype
424,LuFeCu,0.016,0.517553793,[Laves(cub)#MgCu2],22,Other non-HH Prototype
945,PrAgSn,0.016,0.06791808,LiGaGe (P63mc),20,Common non-HH Prototype
157,TmPdAs,0.016,0.091413712,MgSrSi (Pnma),36,Common non-HH Prototype
555,YbRhSn,0.016,0.157420509,MoNiP (P-62m),29,Common non-HH Prototype
687,RbCuTe,0.016,0.41864567,[(Bi7Pb)Pt4],24,Other non-HH Prototype
851,PrRhSb,0.016,0.132706748,MgSrSi (Pnma),19,Common non-HH Prototype
284,TmCoSn,0.016,0.128539864,MgSrSi (Pnma),28,Common non-HH Prototype
452,TmFeCu,0.016,0.529652395,[Laves(cub)#MgCu2],34,Other non-HH Prototype
1335,EuPdPb,0.015,0.143064808,MgSrSi (Pnma),29,Common non-HH Prototype
1598,EuCdPb,0.015,0.091282677,LiGaGe (P63mc),25,Common non-HH Prototype
583,TiTaAl,0.015,0.720595147,phase_separating,12,Phase Separating
1458,GeSbTe,0.015,0.360418117,phase_separating,15,Phase Separating
676,YMnCo,0.015,0.382910723,[Laves(cub)#MgCu2],19,Other non-HH Prototype
1450,ErPdTl,0.015,0.148823566,[InMg2],33,Other non-HH Prototype
434,ZrMnFe,0.015,0.597078964,[MgZn2],19,Other non-HH Prototype
748,ZrOsGe,0.015,0.441253981,MoNiP (P-62m),16,Common non-HH Prototype
963,HoMgIn,0.015,0.196604991,MoNiP (P-62m),24,Common non-HH Prototype
301,TbCoSn,0.015,0.158105886,MgSrSi (Pnma),24,Common non-HH Prototype
932,ZrTiCu,0.015,0.449315522,[CuZr2],19,Other non-HH Prototype
1840,YSnGe,0.015,0.407898945,[MoAlB],11,Other non-HH Prototype
975,TaVMo,0.015,0.88370276,phase_separating,16,Phase Separating
546,MoMnB,0.015,0.477095214,phase_separating,16,Phase Separating
243,ZrZnSi,0.015,0.463019346,phase_separating,20,Phase Separating
1790,TmSnGe,0.015,0.409984632,[MoAlB],23,Other non-HH Prototype
7,ThCoAl,0.014,0.235896458,MoNiP (P-62m),16,Common non-HH Prototype
246,LaIrAs,0.014,0.422477365,[LaPtSi],17,Other non-HH Prototype
831,ThIrAl,0.014,0.306247391,MoNiP (P-62m),16,Common non-HH Prototype
1304,CeRhAs,0.014,0.314115293,MgSrSi (Pnma),17,Common non-HH Prototype
1389,CeRhPt,0.014,0.47260534,[Laves(cub)#MgCu2],22,Other non-HH Prototype
24,BaMgSn,0.014,0.179799452,[PbClF],20,Other non-HH Prototype
1827,TmIrSn,0.014,0.135945937,MoNiP (P-62m),28,Common non-HH Prototype
82,ThNiAl,0.014,0.176908696,MoNiP (P-62m),17,Common non-HH Prototype
1218,HoVB,0.014,0.795987922,phase_separating,21,Phase Separating
754,LuAuSi,0.014,0.114303103,[ScAuSi],18,Other non-HH Prototype
135,NbFeAl,0.014,0.380745437,[MgZn2],16,Other non-HH Prototype
1229,LuNiIn,0.014,0.146813099,MoNiP (P-62m),16,Common non-HH Prototype
669,TmPdIn,0.014,0.155052118,MoNiP (P-62m),34,Common non-HH Prototype
472,NbCrCo,0.014,0.589724941,[MgZn2],20,Other non-HH Prototype
1738,ZrCrMn,0.014,0.667483795,[MgZn2],17,Other non-HH Prototype
205,AgPbTe,0.014,0.224129941,phase_separating,21,Phase Separating
894,ZrReB,0.014,0.674066427,phase_separating,14,Phase Separating
1417,TbNiPb,0.014,0.035215796,MgSrSi (Pnma),25,Common non-HH Prototype
736,DyReB,0.014,0.780779138,phase_separating,22,Phase Separating
774,BaAuGa,0.014,0.291352724,[None],22,Other non-HH Prototype
1880,BaAgPb,0.014,0.154938519,[KHg2],23,Other non-HH Prototype
1473,DyPdGa,0.014,0.232267283,MgSrSi (Pnma),31,Common non-HH Prototype
671,BaZnSi,0.014,0.348457082,AsHgK (P63/mmc),24,Common non-HH Prototype
313,MnCoB,0.014,0.246233817,[CuAl2],19,Other non-HH Prototype
1847,SrZnSn,0.013,0.108456275,AsHgK (P63/mmc),24,Common non-HH Prototype
1649,FeCoB,0.013,0.234733081,[CuAl2],20,Other non-HH Prototype
1177,ZrCrW,0.013,0.727117524,[Laves(cub)#MgCu2],16,Other non-HH Prototype
1172,ZrPtSi,0.013,0.149024192,MgSrSi (Pnma),18,Common non-HH Prototype
1146,BaAuSi,0.013,0.571291132,[AlB2],23,Other non-HH Prototype
1568,BaZnSn,0.013,0.15601709,AsHgK (P63/mmc),24,Common non-HH Prototype
1674,KCuTe,0.013,0.313313542,AsHgK (P63/mmc),24,Common non-HH Prototype
1630,ZrMnAl,0.013,0.603728289,[MgZn2],14,Other non-HH Prototype
0,FeNiB,0.013,0.237875081,[CuAl2],21,Other non-HH Prototype
170,HfOsGe,0.013,0.383372246,MoNiP (P-62m),16,Common non-HH Prototype
997,VNiSi,0.013,0.261459707,MgSrSi (Pnma),19,Common non-HH Prototype
865,ZrVW,0.013,0.804396088,[Laves(cub)#MgCu2],15,Other non-HH Prototype
573,LaCdIn,0.013,0.104648268,[CaIn2],18,Other non-HH Prototype
561,BeHfSi,0.013,0.553080782,AsHgK (P63/mmc),12,Common non-HH Prototype
342,GdPdIn,0.013,0.170748771,MoNiP (P-62m),22,Common non-HH Prototype
1068,TbPtGa,0.013,0.235193849,MgSrSi (Pnma),24,Common non-HH Prototype
483,DyAuGe,0.013,0.079688187,LiGaGe (P63mc),27,Common non-HH Prototype
1035,UFeSi,0.013,0.307090562,MgSrSi (Pnma),15,Common non-HH Prototype
48,ErScSi,0.013,0.182183689,phase_separating,21,Phase Separating
713,ErIrSn,0.013,0.14515817,MoNiP (P-62m),27,Common non-HH Prototype
184,YbIrIn,0.013,0.147706278,MgSrSi (Pnma),28,Common non-HH Prototype
84,SrMgSn,0.013,0.143278552,MgSrSi (Pnma),20,Common non-HH Prototype
795,FeSiGe,0.013,0.29336977,[FeSi2(oS48)],16,Other non-HH Prototype
1789,NbVAl,0.013,0.828478571,phase_separating,13,Phase Separating
700,CaAlGa,0.013,0.124489115,[KHg2],14,Other non-HH Prototype
1416,GdPdTl,0.012,0.136289492,MoNiP (P-62m),22,Common non-HH Prototype
1438,NbVCr,0.012,0.70560885,[Laves(cub)#MgCu2],16,Other non-HH Prototype
264,UFeB,0.012,0.615710574,phase_separating,14,Phase Separating
1288,TlAsTe,0.012,0.410008374,phase_separating,14,Phase Separating
796,HfNbGe,0.012,0.499672687,phase_separating,13,Phase Separating
1406,TmPtGe,0.012,0.178733397,MgSrSi (Pnma),29,Common non-HH Prototype
1435,CaMgNi,0.012,0.180388953,phase_separating,26,Phase Separating
1327,HfCuAl,0.012,0.138998336,[MgZn2],18,Other non-HH Prototype
1430,NbCrMo,0.012,0.718436617,phase_separating,17,Phase Separating
693,ThRhAl,0.012,0.296844284,MoNiP (P-62m),16,Common non-HH Prototype
1419,BaPtSi,0.012,0.922202315,[ZrSO],22,Other non-HH Prototype
1490,ErFeNi,0.012,0.483278327,[Laves(cub)#MgCu2],32,Other non-HH Prototype
1364,DyPtGa,0.012,0.230253897,MgSrSi (Pnma),25,Common non-HH Prototype
277,BaPdGe,0.012,0.555288396,[ZrSO],28,Other non-HH Prototype
111,TiNbCr,0.012,0.590007456,phase_separating,15,Phase Separating
999,BaCuAs,0.012,0.375952727,AsHgK (P63/mmc),24,Common non-HH Prototype
987,LuRhIn,0.012,0.121310933,MgSrSi (Pnma),15,Common non-HH Prototype
406,LuSnGe,0.012,0.377328719,[MoAlB],11,Other non-HH Prototype
977,EuAgIn,0.012,0.168824861,[None],23,Other non-HH Prototype
450,ZrPdAl,0.012,0.224218158,[MgZn2],23,Other non-HH Prototype
1109,TbPdTl,0.012,0.138145146,MoNiP (P-62m),30,Common non-HH Prototype
1927,VCrB,0.012,0.519239076,phase_separating,14,Phase Separating
973,InGeTe,0.012,0.408575653,phase_separating,13,Phase Separating
864,GdPdGa,0.012,0.235458918,MgSrSi (Pnma),22,Common non-HH Prototype
99,SrZnPb,0.012,0.069835972,AsHgK (P63/mmc),24,Common non-HH Prototype
923,EuAuIn,0.012,0.143804493,MgSrSi (Pnma),23,Common non-HH Prototype
900,NbPtSi,0.012,0.417902936,MgSrSi (Pnma),19,Common non-HH Prototype
1084,MgYAg,0.012,0.212738512,MoNiP (P-62m),22,Common non-HH Prototype
580,LaMnCo,0.012,0.372718294,phase_separating,19,Phase Separating
613,NbCrNi,0.012,0.673235164,[MgZn2],21,Other non-HH Prototype
1830,EuZnGa,0.011,0.229720933,[KHg2],24,Other non-HH Prototype
112,YbAgGe,0.011,0.20584831,MoNiP (P-62m),31,Common non-HH Prototype
56,SrMnGe,0.011,0.502012521,[PbClF],19,Other non-HH Prototype
1026,DyScSi,0.011,0.176098802,phase_separating,19,Phase Separating
1264,CaZnSi,0.011,0.201370153,AsHgK (P63/mmc),24,Common non-HH Prototype
797,CrCoB,0.011,0.411937407,[CuAl2],18,Other non-HH Prototype
1779,MoNiGe,0.011,0.378861929,[MgZn2],20,Other non-HH Prototype
705,TmZnGa,0.011,0.178858888,AsHgK (P63/mmc),30,Common non-HH Prototype
218,TaRhSi,0.011,0.206689277,MgSrSi (Pnma),18,Common non-HH Prototype
1913,MgYTl,0.011,0.153770297,MoNiP (P-62m),14,Common non-HH Prototype
421,TmCuIn,0.011,0.116612472,MoNiP (P-62m),29,Common non-HH Prototype
1527,YPdGa,0.011,0.241883449,MgSrSi (Pnma),22,Common non-HH Prototype
734,SmAuIn,0.011,0.101536203,MoNiP (P-62m),22,Common non-HH Prototype
1081,UNiAl,0.011,0.444760651,MoNiP (P-62m),16,Common non-HH Prototype
996,YbAgSi,0.011,0.293167625,MoNiP (P-62m),31,Common non-HH Prototype
228,NbCrAl,0.011,0.816068021,[MgZn2],14,Other non-HH Prototype
230,TiPdSi,0.011,0.191816098,MgSrSi (Pnma),24,Common non-HH Prototype
1329,BeTaB,0.01,0.579845487,[AlB2],12,Other non-HH Prototype
1878,TiCoB,0.01,0.439526355,phase_separating,16,Phase Separating
449,EuPdGa,0.01,0.225459583,MgSrSi (Pnma),28,Common non-HH Prototype
1605,YIrGa,0.01,0.268171657,MgSrSi (Pnma),15,Common non-HH Prototype
349,HoCdIn,0.01,0.130260858,[CaIn2],28,Other non-HH Prototype
494,BaAlSn,0.01,0.314613841,[AlB2],15,Other non-HH Prototype
1577,PrNiB,0.01,0.703917194,phase_separating,18,Phase Separating
812,NdNiSn,0.01,0.094400516,MgSrSi (Pnma),20,Common non-HH Prototype
714,ZrVCr,0.01,0.713879924,[Laves(cub)#MgCu2],15,Other non-HH Prototype
632,ErRhSn,0.01,0.152920423,MoNiP (P-62m),27,Common non-HH Prototype
642,UPtAl,0.01,0.325489938,MoNiP (P-62m),16,Common non-HH Prototype
1752,DyMgIn,0.01,0.19582476,MoNiP (P-62m),23,Common non-HH Prototype
1141,CeMgCu,0.01,0.138347063,MoNiP (P-62m),22,Common non-HH Prototype
830,BaCuSb,0.01,0.24380575,AsHgK (P63/mmc),24,Common non-HH Prototype
533,ZrVCu,0.01,0.622510971,[MgZn2],20,Other non-HH Prototype
143,URuAl,0.01,0.439967034,MoNiP (P-62m),14,Common non-HH Prototype
1454,URhAl,0.01,0.542760579,MoNiP (P-62m),15,Common non-HH Prototype
255,TmZnAl,0.01,0.141709085,AsHgK (P63/mmc),30,Common non-HH Prototype
353,LuPtGe,0.01,0.155283238,MgSrSi (Pnma),17,Common non-HH Prototype
